beneficiary_age,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120
43,0.001697,0.001742,0.00182,0.001927,0.002053,0.002195,0.002357,0.002539,0.002743,0.002979,0.003231,0.003515,0.003814,0.00414,0.004487,0.00485,0.005207,0.005548,0.005892,0.006268,0.006699,0.007186,0.007755,0.008407,0.009146,0.009975,0.010879,0.011868,0.012948,0.014135,0.015434,0.016857,0.018419,0.020142,0.022042,0.024135,0.026445,0.029004,0.03183,0.034965,0.038435,0.042279,0.046535,0.051247,0.056451,0.062071,0.068116,0.074578,0.081453,0.088713,0.096295,0.104536,0.113473,0.123153,0.133611,0.144905,0.157092,0.170234,0.184413,0.199708,0.216229,0.234094,0.253438,0.274418,0.297205,0.321968,0.348905,0.378219,0.410142,0.444922,0.482844,0.524226,0.569401,0.618786,0.672792,0.731911,0.79668,0.867673,0.945524,1.030903,1.124467,1.226815,1.3385,1.460167,1.592327,1.735371,1.889819,2.055966,2.233928,2.42345,2.624246,2.836171,3.059646,3.295352,3.544473,3.809858,4.088596,4.380438,4.684659,4.99896,5.321235,5.648764,5.979365,6.310582,6.638964,6.961289,7.271097,7.559011,7.810519,7.994442,8.082838,8.154977,8.222862,8.31162,8.444766,8.671296,9.134386,10.170352,12.949713,26.128112
44,0.001651,0.001693,0.001768,0.00187,0.001992,0.002129,0.002285,0.002461,0.002659,0.002887,0.003131,0.003406,0.003695,0.004011,0.004346,0.004698,0.005041,0.005368,0.005696,0.006055,0.006467,0.006933,0.007479,0.008104,0.008814,0.009611,0.010479,0.011429,0.012465,0.013605,0.014851,0.016215,0.017714,0.019367,0.021191,0.023201,0.025421,0.027883,0.030606,0.033631,0.036984,0.040704,0.044831,0.049407,0.054472,0.059948,0.065845,0.072157,0.07888,0.085986,0.093415,0.101501,0.110282,0.119804,0.130103,0.141238,0.153263,0.166242,0.180257,0.195384,0.211734,0.229424,0.248588,0.269382,0.291976,0.316537,0.343264,0.372356,0.404046,0.43858,0.476239,0.517341,0.562218,0.611283,0.664945,0.723694,0.788063,0.858624,0.936007,1.020878,1.113891,1.215641,1.326679,1.447646,1.579052,1.721283,1.874858,2.040071,2.217037,2.405502,2.605182,2.815932,3.038172,3.272577,3.520328,3.784257,4.061467,4.351714,4.654274,4.966862,5.287382,5.613129,5.941934,6.271353,6.597953,6.918531,7.226662,7.513017,7.763165,7.946093,8.034009,8.105757,8.17327,8.261542,8.393959,8.619254,9.079828,10.110186,12.87454,25.981899
45,0.001606,0.001645,0.001716,0.001814,0.001931,0.002063,0.002214,0.002384,0.002575,0.002796,0.003032,0.003298,0.003578,0.003884,0.004208,0.004547,0.004877,0.00519,0.005503,0.005846,0.006239,0.006684,0.007208,0.007808,0.008489,0.009255,0.010088,0.011,0.011994,0.013087,0.014281,0.015589,0.017025,0.018609,0.020358,0.022286,0.024417,0.026783,0.029402,0.032316,0.03555,0.039145,0.043138,0.047575,0.052494,0.057819,0.063561,0.069714,0.076276,0.083218,0.090483,0.098402,0.107014,0.116367,0.126494,0.137456,0.149306,0.162109,0.175945,0.19089,0.207055,0.224556,0.243526,0.264119,0.286506,0.31085,0.337351,0.366206,0.397647,0.431916,0.469295,0.510099,0.554659,0.603382,0.656679,0.715034,0.778978,0.849079,0.925963,1.010294,1.102721,1.203836,1.314185,1.434407,1.565009,1.706375,1.859021,2.023239,2.199142,2.38648,2.58497,2.794468,3.01539,3.248409,3.494697,3.757072,4.032653,4.321197,4.621983,4.932743,5.25139,5.575236,5.902123,6.229622,6.554321,6.873035,7.179375,7.464066,7.712763,7.894629,7.982034,8.053363,8.120481,8.208234,8.339872,8.563846,9.021733,10.046105,12.794445,25.826019
46,0.001561,0.001597,0.001665,0.001759,0.001871,0.001998,0.002144,0.002308,0.002492,0.002706,0.002935,0.003192,0.003463,0.003758,0.004072,0.004399,0.004716,0.005016,0.005314,0.00564,0.006015,0.006441,0.006942,0.007517,0.008171,0.008906,0.009707,0.010581,0.011534,0.012582,0.013727,0.014979,0.016354,0.017871,0.019547,0.021395,0.023438,0.025708,0.028224,0.031026,0.034141,0.037608,0.041466,0.04576,0.050528,0.055697,0.061278,0.067264,0.073656,0.080425,0.087515,0.095257,0.103689,0.112859,0.122802,0.133577,0.14524,0.157852,0.171496,0.186246,0.202212,0.21951,0.238272,0.258651,0.280816,0.304931,0.331191,0.359795,0.390971,0.424961,0.462045,0.502535,0.54676,0.595125,0.648038,0.705979,0.769477,0.839096,0.915459,0.999223,1.091036,1.191485,1.301113,1.420555,1.550315,1.690774,1.842446,2.00562,2.180411,2.366567,2.563809,2.771992,2.991532,3.223096,3.46785,3.728593,4.002464,4.289219,4.588145,4.896984,5.213664,5.535513,5.860387,6.185871,6.508573,6.825328,7.129787,7.412732,7.659904,7.840656,7.927524,7.998414,8.065117,8.152326,8.283147,8.50573,8.960791,9.978873,12.710399,25.662428
47,0.001517,0.00155,0.001614,0.001704,0.001812,0.001935,0.002075,0.002233,0.002411,0.002618,0.002839,0.003088,0.003349,0.003635,0.003938,0.004253,0.004558,0.004844,0.005128,0.005439,0.005796,0.006202,0.006682,0.007233,0.00786,0.008566,0.009334,0.010172,0.011086,0.01209,0.013186,0.014385,0.015701,0.017154,0.018757,0.020526,0.022483,0.02466,0.027073,0.029765,0.03276,0.036099,0.03982,0.043968,0.048583,0.053591,0.059004,0.064817,0.071031,0.077618,0.084524,0.092077,0.100318,0.109292,0.119038,0.129614,0.141075,0.153483,0.16692,0.18146,0.197214,0.214295,0.232834,0.252985,0.274914,0.298784,0.32479,0.353128,0.384025,0.417721,0.454494,0.494654,0.538528,0.586518,0.639028,0.696538,0.75957,0.828686,0.904503,0.987678,1.07885,1.178604,1.287481,1.40611,1.534992,1.674506,1.825163,1.98725,2.160879,2.345804,2.541744,2.748556,2.966654,3.1967,3.439853,3.698893,3.970978,4.255867,4.55285,4.859683,5.174309,5.494073,5.816843,6.140221,6.460837,6.775546,7.078039,7.35916,7.604739,7.784326,7.870634,7.941064,8.007335,8.093976,8.223946,8.445079,8.897181,9.908685,12.622638,25.491575
48,0.001473,0.001503,0.001564,0.001651,0.001754,0.001872,0.002007,0.00216,0.002331,0.002531,0.002744,0.002985,0.003238,0.003514,0.003806,0.00411,0.004403,0.004676,0.004946,0.005241,0.005581,0.005968,0.006427,0.006955,0.007556,0.008234,0.00897,0.009774,0.010649,0.011611,0.01266,0.013807,0.015066,0.016455,0.017989,0.019682,0.021555,0.023638,0.025951,0.028533,0.031409,0.03462,0.038203,0.042205,0.046663,0.051506,0.056747,0.062381,0.06841,0.074807,0.081519,0.088874,0.096911,0.105679,0.115215,0.125577,0.136822,0.149011,0.162227,0.176543,0.192068,0.208916,0.227218,0.247125,0.268803,0.292414,0.31815,0.346206,0.376809,0.410196,0.446642,0.486456,0.529961,0.577559,0.629649,0.686708,0.749254,0.817846,0.893097,0.975656,1.066163,1.165195,1.273291,1.391076,1.519046,1.657579,1.807181,1.968138,2.140562,2.324207,2.518795,2.724184,2.940784,3.169253,3.410741,3.668012,3.938241,4.221189,4.516151,4.820899,5.133389,5.450983,5.771565,6.092752,6.411198,6.723777,7.024226,7.303447,7.547368,7.725743,7.811467,7.88142,7.94724,8.033292,8.162376,8.382004,8.831036,9.835679,12.531328,25.313775
49,0.001429,0.001457,0.001515,0.001598,0.001697,0.00181,0.00194,0.002088,0.002253,0.002446,0.002652,0.002885,0.003129,0.003395,0.003677,0.00397,0.004251,0.004511,0.004767,0.005047,0.005371,0.00574,0.006177,0.006683,0.007259,0.007909,0.008615,0.009385,0.010224,0.011144,0.012148,0.013245,0.014449,0.015777,0.017243,0.018861,0.020652,0.022646,0.024859,0.027333,0.030092,0.033175,0.036621,0.040475,0.044775,0.049451,0.054516,0.059967,0.065804,0.072004,0.078514,0.08566,0.093483,0.102033,0.111345,0.121481,0.132495,0.144452,0.15743,0.171506,0.186788,0.203388,0.221437,0.241084,0.262495,0.28583,0.311281,0.339041,0.369333,0.402395,0.438498,0.47795,0.521072,0.56826,0.619913,0.676503,0.738545,0.806593,0.881257,0.963181,1.052999,1.151285,1.258574,1.375486,1.502515,1.640035,1.788549,1.94834,2.11952,2.301844,2.495037,2.698957,2.91401,3.140851,3.380622,3.636067,3.90438,4.185325,4.4782,4.780795,5.091079,5.406432,5.724754,6.043679,6.359882,6.670261,6.968596,7.245854,7.488061,7.665184,7.750304,7.819764,7.885118,7.970562,8.098732,8.316808,8.762671,9.760241,12.436939,25.129915
50,0.001386,0.001411,0.001466,0.001545,0.001641,0.00175,0.001875,0.002017,0.002176,0.002362,0.002561,0.002786,0.003022,0.003279,0.00355,0.003832,0.004102,0.00435,0.004592,0.004858,0.005165,0.005516,0.005934,0.006417,0.00697,0.007592,0.008269,0.009006,0.009809,0.01069,0.01165,0.012699,0.01385,0.015119,0.01652,0.018065,0.019776,0.021682,0.023799,0.026168,0.028811,0.031768,0.035078,0.038784,0.042925,0.047433,0.05232,0.057583,0.063224,0.069222,0.075522,0.082451,0.09005,0.09837,0.107447,0.117343,0.128113,0.139821,0.152548,0.166369,0.181391,0.197727,0.215506,0.234878,0.256007,0.279051,0.304201,0.331648,0.361615,0.394336,0.430082,0.469157,0.511878,0.558642,0.609843,0.665947,0.727469,0.794957,0.869016,0.950286,1.039396,1.136917,1.243378,1.359395,1.485459,1.621941,1.76934,1.927937,2.097843,2.278815,2.470579,2.672995,2.886466,3.111641,3.349654,3.60323,3.869582,4.148477,4.439218,4.739609,5.047635,5.360695,5.676704,5.993312,6.30722,6.615347,6.911518,7.186766,7.427218,7.603057,7.68756,7.756515,7.821393,7.906212,8.033448,8.249935,8.692557,9.682893,12.340216,24.941426
51,0.001344,0.001366,0.001418,0.001494,0.001586,0.00169,0.001811,0.001947,0.002101,0.002281,0.002473,0.00269,0.002917,0.003165,0.003427,0.003698,0.003956,0.004192,0.004422,0.004673,0.004964,0.005298,0.005697,0.006159,0.006687,0.007284,0.007931,0.008638,0.009406,0.010248,0.011167,0.012169,0.013268,0.01448,0.015818,0.017294,0.018928,0.020749,0.022773,0.025038,0.027568,0.030401,0.033576,0.037136,0.04112,0.045459,0.050167,0.05524,0.060682,0.066471,0.072556,0.079261,0.086628,0.094707,0.103538,0.113181,0.123694,0.13514,0.1476,0.16115,0.175896,0.191953,0.209447,0.228528,0.249358,0.272095,0.296929,0.324048,0.353675,0.386041,0.421414,0.460098,0.502407,0.548733,0.599467,0.655073,0.716062,0.782976,0.856417,0.937019,1.025408,1.122148,1.227766,1.342874,1.467957,1.603384,1.74965,1.907035,2.075649,2.25525,2.445565,2.646456,2.858323,3.081811,3.318043,3.569724,3.834091,4.110909,4.399487,4.697646,5.003386,5.314124,5.62779,5.942053,6.253637,6.559484,6.853465,7.126678,7.365353,7.539893,7.62377,7.692213,7.756608,7.840797,7.967086,8.181963,8.621304,9.604314,12.242023,24.750362
52,0.001301,0.001321,0.00137,0.001443,0.001531,0.001631,0.001747,0.001879,0.002027,0.0022,0.002385,0.002595,0.002814,0.003053,0.003305,0.003566,0.003813,0.004037,0.004254,0.004491,0.004767,0.005084,0.005463,0.005904,0.00641,0.006981,0.007601,0.008276,0.009011,0.009816,0.010693,0.011651,0.0127,0.013857,0.015133,0.016542,0.018101,0.019839,0.021771,0.023935,0.026354,0.029066,0.032108,0.035523,0.039349,0.043519,0.048045,0.052926,0.058165,0.063741,0.069603,0.076075,0.083199,0.091026,0.099597,0.108973,0.119212,0.130378,0.142552,0.15581,0.170261,0.186015,0.203201,0.221967,0.242475,0.264881,0.289373,0.31614,0.345401,0.377385,0.41236,0.450624,0.492491,0.538349,0.588585,0.643661,0.704081,0.770386,0.84317,0.923064,1.010687,1.1066,1.211325,1.325469,1.449513,1.583824,1.728893,1.884996,2.052243,2.230393,2.419177,2.618457,2.828628,3.050331,3.28468,3.53436,3.796628,4.071251,4.357544,4.653344,4.956667,5.264952,5.576143,5.887928,6.197055,6.500493,6.792159,7.063223,7.300021,7.473188,7.556403,7.624307,7.688192,7.771713,7.897001,8.110177,8.546051,9.521321,12.138306,24.548529
53,0.001259,0.001277,0.001323,0.001392,0.001476,0.001573,0.001684,0.001811,0.001953,0.002121,0.002299,0.002501,0.002712,0.002943,0.003185,0.003436,0.003672,0.003884,0.004089,0.004312,0.004573,0.004873,0.005234,0.005655,0.006138,0.006684,0.007276,0.007922,0.008623,0.009393,0.01023,0.011144,0.012144,0.013247,0.014465,0.015808,0.017294,0.018952,0.020795,0.02286,0.025171,0.027763,0.030674,0.033945,0.037614,0.041615,0.04596,0.050647,0.05568,0.061038,0.066672,0.072904,0.079776,0.08734,0.095638,0.104732,0.114681,0.125549,0.137418,0.150365,0.164497,0.179926,0.19678,0.215207,0.235367,0.257416,0.281541,0.307928,0.336794,0.368368,0.402915,0.44073,0.482124,0.527482,0.577188,0.631699,0.691515,0.757171,0.829258,0.9084,0.995211,1.090248,1.194028,1.307153,1.430099,1.563231,1.707033,1.861783,2.027586,2.204204,2.391371,2.588949,2.79733,3.017149,3.249512,3.49708,3.757132,4.029439,4.313321,4.606632,4.907406,5.213102,5.521682,5.830851,6.137388,6.438284,6.727509,6.996304,7.231121,7.40284,7.485359,7.552691,7.616039,7.698856,7.823088,8.03447,8.466684,9.433789,12.028912,24.335641
54,0.001217,0.001232,0.001275,0.001342,0.001422,0.001515,0.001622,0.001744,0.001881,0.002042,0.002214,0.002409,0.002612,0.002834,0.003067,0.003308,0.003534,0.003735,0.003927,0.004137,0.004383,0.004667,0.00501,0.00541,0.005871,0.006393,0.006958,0.007575,0.008244,0.008978,0.009777,0.010647,0.011601,0.012652,0.013812,0.015091,0.016507,0.018087,0.019843,0.021813,0.024018,0.026493,0.029274,0.032404,0.035919,0.039752,0.043915,0.048408,0.053233,0.058371,0.063772,0.069758,0.07637,0.083662,0.091676,0.100475,0.110118,0.12067,0.132216,0.14483,0.158622,0.173703,0.190201,0.208263,0.228049,0.249714,0.273442,0.29942,0.327863,0.358998,0.393085,0.430419,0.471308,0.516132,0.565273,0.619182,0.678355,0.743323,0.814671,0.893017,0.978969,1.07308,1.175861,1.287908,1.409695,1.541582,1.684049,1.83737,2.00165,2.176655,2.362117,2.557901,2.764396,2.98223,3.2125,3.457842,3.715561,3.985428,4.266769,4.55746,4.855549,5.158517,5.464347,5.770763,6.074571,6.37279,6.659443,6.925849,7.158581,7.328775,7.410558,7.477291,7.540071,7.622147,7.745266,7.954758,8.383118,9.341623,11.913724,24.111469
55,0.001174,0.001188,0.001228,0.001291,0.001369,0.001457,0.00156,0.001677,0.001809,0.001965,0.002131,0.002318,0.002514,0.002727,0.002952,0.003183,0.003397,0.003588,0.003768,0.003965,0.004197,0.004465,0.00479,0.00517,0.005609,0.006107,0.006647,0.007234,0.007872,0.008572,0.009333,0.010162,0.01107,0.012071,0.013175,0.014392,0.01574,0.017243,0.018916,0.020793,0.022894,0.025255,0.027911,0.030902,0.034264,0.037931,0.041914,0.046213,0.05083,0.055745,0.060912,0.066647,0.072993,0.080005,0.087724,0.096215,0.105538,0.115759,0.126962,0.139224,0.152653,0.167362,0.183479,0.20115,0.220534,0.241785,0.265088,0.290627,0.318615,0.349277,0.382872,0.419692,0.46004,0.504295,0.552832,0.606101,0.664592,0.728829,0.799393,0.876895,0.961939,1.055069,1.156795,1.267705,1.388268,1.518841,1.6599,1.811714,1.97439,2.147693,2.33136,2.525254,2.729763,2.945507,3.173572,3.416571,3.671833,3.939131,4.217799,4.505731,4.800993,5.101091,5.404025,5.707543,6.008479,6.303881,6.587827,6.851719,7.082256,7.250845,7.331855,7.397955,7.460139,7.541434,7.663383,7.870885,8.295189,9.244642,11.792514,23.875567
56,0.001132,0.001144,0.001182,0.001242,0.001316,0.0014,0.001499,0.001612,0.001739,0.001888,0.002048,0.002229,0.002417,0.002622,0.002838,0.003059,0.003264,0.003443,0.003612,0.003797,0.004014,0.004266,0.004574,0.004936,0.005353,0.005827,0.006341,0.006901,0.007508,0.008174,0.008899,0.009687,0.010551,0.011502,0.012553,0.01371,0.014991,0.016422,0.018013,0.019799,0.0218,0.02405,0.026583,0.029438,0.03265,0.036154,0.03996,0.044066,0.048475,0.053169,0.058099,0.06358,0.069655,0.07638,0.083796,0.091968,0.100958,0.110832,0.121675,0.133564,0.146609,0.160923,0.176633,0.193885,0.212838,0.233646,0.256492,0.28156,0.30906,0.339215,0.372283,0.408552,0.448322,0.491968,0.539863,0.59245,0.650214,0.713676,0.783407,0.860016,0.944097,1.036192,1.136802,1.246511,1.365783,1.494969,1.634543,1.784771,1.945757,2.117267,2.299043,2.490948,2.693365,2.906909,3.132655,3.373188,3.625864,3.89046,4.166315,4.451343,4.743632,5.040711,5.3406,5.641068,5.938983,6.231422,6.512521,6.773769,7.001997,7.168898,7.249095,7.31453,7.376086,7.456559,7.577276,7.782685,8.202723,9.142656,11.665044,23.627477
57,0.001091,0.0011,0.001135,0.001192,0.001263,0.001344,0.001439,0.001547,0.001669,0.001813,0.001966,0.00214,0.002321,0.002519,0.002726,0.002938,0.003133,0.003302,0.00346,0.003632,0.003836,0.004072,0.004363,0.004706,0.005103,0.005554,0.006043,0.006575,0.007152,0.007786,0.008474,0.009223,0.010043,0.010947,0.011945,0.013044,0.014261,0.01562,0.017132,0.018831,0.020735,0.022877,0.02529,0.028012,0.031079,0.034422,0.038052,0.041969,0.046172,0.050644,0.055338,0.060564,0.066366,0.072798,0.079904,0.087748,0.096393,0.105906,0.116372,0.12787,0.14051,0.154404,0.169681,0.186487,0.20498,0.225314,0.24767,0.272232,0.299208,0.32882,0.361323,0.397002,0.436154,0.47915,0.526359,0.57822,0.635212,0.697849,0.766698,0.842359,0.925422,1.01642,1.115851,1.224291,1.3422,1.469925,1.607934,1.756489,1.915693,2.085316,2.2651,2.454912,2.655127,2.866356,3.08966,3.327599,3.577556,3.83931,4.112206,4.394181,4.683342,4.977246,5.273932,5.571195,5.865933,6.155255,6.433361,6.691828,6.917629,7.082754,7.162097,7.226832,7.287728,7.367337,7.486758,7.689967,8.105517,9.035441,11.531037,23.366655
58,0.001049,0.001056,0.001089,0.001143,0.001211,0.001288,0.001379,0.001482,0.001599,0.001738,0.001886,0.002053,0.002227,0.002417,0.002615,0.002818,0.003004,0.003163,0.00331,0.00347,0.003661,0.003883,0.004157,0.004481,0.004857,0.005286,0.00575,0.006256,0.006804,0.007405,0.008059,0.00877,0.009548,0.010405,0.011351,0.012394,0.013549,0.014839,0.016275,0.017888,0.019698,0.021735,0.024032,0.026625,0.029548,0.032735,0.036194,0.039923,0.043924,0.048177,0.052635,0.057605,0.063132,0.069268,0.076059,0.083568,0.091858,0.100997,0.111072,0.122161,0.134375,0.147828,0.162646,0.178978,0.196981,0.216809,0.238642,0.262662,0.289078,0.318108,0.350006,0.385053,0.423545,0.465847,0.512324,0.563411,0.619581,0.681341,0.749254,0.823911,0.905895,0.995734,1.093918,1.201019,1.31749,1.443674,1.580032,1.726825,1.884153,2.051789,2.229478,2.417086,2.614986,2.823779,3.044516,3.279727,3.526825,3.78559,4.055375,4.334141,4.620015,4.910582,5.203903,5.497796,5.789196,6.075243,6.350204,6.60575,6.828999,6.99226,7.070703,7.134704,7.194906,7.273607,7.391665,7.59256,8.003396,8.922802,11.390247,23.092633
59,0.001007,0.001012,0.001043,0.001094,0.001159,0.001232,0.001319,0.001418,0.001531,0.001664,0.001806,0.001968,0.002135,0.002317,0.002507,0.002701,0.002878,0.003027,0.003164,0.003312,0.00349,0.003698,0.003956,0.004262,0.004618,0.005025,0.005465,0.005944,0.006464,0.007034,0.007653,0.008326,0.009063,0.009876,0.010772,0.01176,0.012855,0.014077,0.015439,0.01697,0.018688,0.020624,0.022808,0.025276,0.02806,0.031093,0.034385,0.037931,0.041732,0.045769,0.049994,0.05471,0.059961,0.065801,0.072272,0.07944,0.087368,0.096123,0.105793,0.116457,0.128227,0.141215,0.155551,0.171382,0.188865,0.208153,0.229428,0.25287,0.278686,0.307094,0.338344,0.372715,0.4105,0.452061,0.497757,0.548018,0.603313,0.664142,0.731059,0.804651,0.885491,0.974103,1.070969,1.176654,1.291606,1.416162,1.55078,1.695714,1.851066,2.016609,2.19209,2.377377,2.572839,2.779069,2.997105,3.229446,3.473536,3.729157,3.995671,4.271062,4.553479,4.840537,5.130318,5.420668,5.708559,5.991163,6.262816,6.515291,6.735859,6.897158,6.974656,7.037884,7.097356,7.175102,7.291728,7.490189,7.896067,8.804415,11.242268,22.804607
60,0.000966,0.000969,0.000997,0.001046,0.001107,0.001177,0.00126,0.001355,0.001463,0.001591,0.001728,0.001883,0.002043,0.002218,0.002401,0.002586,0.002754,0.002894,0.00302,0.003158,0.003323,0.003517,0.003759,0.004047,0.004384,0.004769,0.005186,0.00564,0.006131,0.006671,0.007256,0.007893,0.00859,0.009359,0.010207,0.011142,0.012177,0.013335,0.014624,0.016076,0.017705,0.019543,0.021617,0.023963,0.026612,0.029497,0.032625,0.035992,0.039598,0.043422,0.047418,0.051883,0.056861,0.062403,0.068554,0.075378,0.082936,0.0913,0.100554,0.110779,0.122086,0.134591,0.148421,0.163723,0.180657,0.199374,0.220056,0.242882,0.268059,0.295801,0.326359,0.360008,0.397039,0.437807,0.482671,0.532052,0.586414,0.646253,0.712113,0.784574,0.864203,0.951515,1.046988,1.151177,1.264525,1.387365,1.520147,1.663124,1.816393,1.979732,2.152889,2.335736,2.528633,2.732167,2.947362,3.176686,3.417613,3.669931,3.933007,4.204851,4.483637,4.767007,5.05307,5.339698,5.623901,5.902889,6.171068,6.420317,6.638068,6.797307,6.873813,6.936228,6.994933,7.071675,7.186796,7.382701,7.78337,8.680102,11.086876,22.502145
61,0.000925,0.000926,0.000952,0.000998,0.001056,0.001123,0.001202,0.001293,0.001396,0.001519,0.00165,0.001799,0.001953,0.002121,0.002296,0.002473,0.002632,0.002763,0.00288,0.003007,0.00316,0.00334,0.003567,0.003839,0.004157,0.004521,0.004914,0.005343,0.005807,0.006317,0.00687,0.007471,0.008129,0.008855,0.009656,0.010539,0.011517,0.012612,0.013831,0.015205,0.016749,0.018491,0.020459,0.022687,0.025204,0.027945,0.030914,0.034107,0.037523,0.04114,0.04491,0.049128,0.053835,0.059082,0.064913,0.07139,0.078577,0.086542,0.095371,0.105146,0.115976,0.127978,0.14128,0.15603,0.172385,0.1905,0.210554,0.232725,0.257221,0.284255,0.314075,0.346954,0.383178,0.423102,0.467076,0.51552,0.56889,0.627674,0.692412,0.763674,0.842019,0.927955,1.021953,1.124561,1.236215,1.357244,1.48809,1.629003,1.780079,1.941096,2.111808,2.292085,2.482285,2.682984,2.895192,3.121343,3.358947,3.607791,3.867254,4.135372,4.410342,4.689838,4.971995,5.254714,5.535043,5.810233,6.074763,6.320623,6.535416,6.692492,6.767955,6.829517,6.887416,6.963102,7.076641,7.26986,7.665057,8.54959,10.923726,22.184568
62,0.000884,0.000884,0.000907,0.00095,0.001005,0.001069,0.001144,0.001231,0.00133,0.001448,0.001574,0.001717,0.001865,0.002025,0.002193,0.002362,0.002513,0.002635,0.002743,0.00286,0.003001,0.003169,0.003381,0.003636,0.003935,0.004278,0.00465,0.005054,0.005491,0.005972,0.006493,0.00706,0.007679,0.008363,0.009118,0.009951,0.010874,0.011907,0.013059,0.014358,0.015819,0.017468,0.019333,0.021447,0.023837,0.026437,0.029253,0.032277,0.035507,0.038922,0.042473,0.046449,0.050889,0.055845,0.061357,0.067489,0.074302,0.081865,0.090263,0.099578,0.109919,0.121403,0.134158,0.148332,0.164082,0.181563,0.200954,0.222435,0.246209,0.27249,0.301524,0.333583,0.368949,0.407972,0.451,0.498446,0.55076,0.608424,0.67197,0.741959,0.818944,0.903423,0.995862,1.096801,1.206667,1.325786,1.454592,1.593332,1.742098,1.900674,2.068813,2.24639,2.433753,2.631473,2.840543,3.063362,3.297476,3.542675,3.798345,4.062551,4.333515,4.608946,4.887005,5.16562,5.441886,5.71309,5.973792,6.216097,6.427786,6.582593,6.656962,6.717628,6.774681,6.849259,6.961137,7.151537,7.540993,8.412727,10.752629,21.851504
63,0.000844,0.000842,0.000863,0.000903,0.000955,0.001015,0.001087,0.00117,0.001264,0.001378,0.001498,0.001635,0.001777,0.001931,0.002091,0.002253,0.002396,0.00251,0.002609,0.002716,0.002847,0.003002,0.003199,0.003438,0.003719,0.004043,0.004392,0.004773,0.005184,0.005636,0.006126,0.006659,0.007242,0.007885,0.008596,0.009379,0.010248,0.011222,0.012308,0.013534,0.014914,0.016474,0.018239,0.020242,0.022509,0.024973,0.02764,0.0305,0.033551,0.036769,0.040107,0.043846,0.048026,0.052694,0.057893,0.063682,0.070122,0.077282,0.085246,0.094093,0.103936,0.114889,0.12708,0.140657,0.155778,0.172597,0.191292,0.212044,0.235056,0.260541,0.288742,0.319928,0.354381,0.392446,0.434467,0.480851,0.532043,0.588517,0.650798,0.719438,0.794981,0.87792,0.96871,1.067885,1.175865,1.29297,1.419627,1.556077,1.702413,1.858419,2.023854,2.198591,2.382975,2.577565,2.783339,3.00266,3.23311,3.474482,3.726172,3.986274,4.253036,4.524203,4.797962,5.072275,5.344278,5.611302,5.86799,6.106567,6.315002,6.467429,6.54065,6.600377,6.656542,6.729958,6.840093,7.027534,7.410968,8.269282,10.573292,21.502378
64,0.000804,0.0008,0.000819,0.000857,0.000906,0.000963,0.001031,0.00111,0.0012,0.001308,0.001423,0.001555,0.001691,0.001838,0.001992,0.002146,0.002281,0.002388,0.002479,0.002576,0.002696,0.002839,0.003023,0.003246,0.00351,0.003814,0.004143,0.0045,0.004886,0.00531,0.00577,0.00627,0.006816,0.00742,0.008087,0.008823,0.00964,0.010556,0.011578,0.012733,0.014035,0.015508,0.017177,0.019072,0.02122,0.023553,0.026075,0.028777,0.031655,0.034683,0.037814,0.041324,0.045249,0.049637,0.054526,0.059977,0.066048,0.072806,0.080334,0.088712,0.098049,0.108461,0.120074,0.133037,0.147507,0.163637,0.181607,0.201596,0.223807,0.248451,0.275771,0.306034,0.339519,0.376568,0.417519,0.462776,0.512776,0.567988,0.628927,0.696138,0.770156,0.851465,0.940515,1.037829,1.14382,1.258803,1.383197,1.51724,1.661021,1.814328,1.976922,2.148678,2.329935,2.521241,2.723559,2.939212,3.165821,3.403183,3.650702,3.906503,4.168864,4.435563,4.704819,4.974625,5.242165,5.504811,5.757296,5.99197,6.196998,6.346934,6.418954,6.477696,6.53293,6.605127,6.713436,6.897778,7.274905,8.119167,10.385606,21.136987
