beneficiary_age,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120
21,0.002805,0.002942,0.003123,0.003344,0.003596,0.003878,0.004194,0.004546,0.004938,0.005382,0.005863,0.006399,0.006977,0.00761,0.008293,0.009025,0.009785,0.010564,0.011386,0.012284,0.013282,0.014387,0.015626,0.017,0.018515,0.020177,0.021967,0.023897,0.025971,0.028207,0.030605,0.033176,0.035934,0.038897,0.04208,0.045494,0.04916,0.053106,0.057347,0.061922,0.066851,0.072173,0.077922,0.08414,0.090861,0.098002,0.105567,0.113547,0.121935,0.130701,0.139778,0.149524,0.159978,0.17119,0.183198,0.196067,0.209856,0.224633,0.240489,0.257505,0.275803,0.295508,0.316765,0.339741,0.36462,0.391581,0.420837,0.452601,0.487123,0.524665,0.56553,0.610056,0.658598,0.711597,0.769491,0.832801,0.902098,0.977993,1.061157,1.152303,1.252128,1.361268,1.48031,1.60994,1.750701,1.903007,2.067413,2.244231,2.433586,2.635207,2.848791,3.074185,3.311839,3.562474,3.827352,4.1095,4.405825,4.716064,5.039446,5.373529,5.716077,6.064198,6.415577,6.767602,7.116606,7.459168,7.788422,8.094402,8.36169,8.557152,8.651101,8.727778,8.79994,8.89429,9.035822,9.276603,9.768784,10.869752,13.823356,27.827496
22,0.002748,0.00288,0.003055,0.003269,0.003514,0.003787,0.004094,0.004436,0.004817,0.005248,0.005715,0.006236,0.006797,0.007411,0.008075,0.008786,0.009523,0.010278,0.011075,0.011947,0.012918,0.013994,0.015204,0.016548,0.018034,0.019665,0.021425,0.023325,0.025369,0.027575,0.029944,0.032486,0.035217,0.038153,0.04131,0.044698,0.048338,0.052259,0.056475,0.061026,0.065932,0.07123,0.076955,0.083149,0.089847,0.096963,0.104504,0.11246,0.120824,0.129565,0.138618,0.148339,0.158766,0.169952,0.181933,0.194773,0.208533,0.223281,0.239105,0.256089,0.274353,0.294023,0.315243,0.338181,0.36302,0.389937,0.419148,0.450864,0.485335,0.522823,0.563629,0.608092,0.656567,0.709493,0.767308,0.830533,0.899738,0.975531,1.058586,1.149612,1.249307,1.358305,1.477193,1.606655,1.747235,1.899345,2.06354,2.240132,2.429244,2.630608,2.843921,3.069028,3.306379,3.556696,3.821237,4.103028,4.398977,4.708823,5.031794,5.365455,5.707569,6.05525,6.406183,6.757763,7.106326,7.448454,7.777291,8.082884,8.349834,8.545049,8.638879,8.715459,8.787529,8.88176,9.023112,9.263589,9.755147,10.854724,13.804593,27.791016
23,0.002693,0.002819,0.002988,0.003196,0.003434,0.003699,0.003997,0.004329,0.004698,0.005117,0.005571,0.006077,0.006621,0.007218,0.007862,0.008552,0.009267,0.009998,0.010769,0.011614,0.012556,0.013603,0.014783,0.016096,0.01755,0.019148,0.020876,0.022743,0.024755,0.026929,0.029266,0.031778,0.034478,0.037384,0.040511,0.043871,0.047483,0.051376,0.055565,0.060089,0.064969,0.07024,0.07594,0.082108,0.088779,0.095869,0.103384,0.111314,0.119651,0.128366,0.137392,0.147085,0.157485,0.168641,0.180593,0.193403,0.207131,0.221846,0.23763600000000001,0.254585,0.272812,0.292444,0.313624,0.33652,0.361314,0.388186,0.417347,0.449011,0.483427,0.520855,0.561598,0.605993,0.654395,0.707242,0.764972,0.828106,0.89721,0.972895,1.055831,1.146728,1.246282,1.355126,1.473848,1.603129,1.743513,1.895412,2.059379,2.235726,2.424578,2.625664,2.838682,3.06348,3.300504,3.550477,3.814656,4.09606,4.391603,4.701025,5.023554,5.356758,5.698404,6.045609,6.396063,6.747162,7.095248,7.436909,7.765297,8.070473,8.337058,8.532006,8.625708,8.702183,8.774154,8.868256,9.009415,9.249562,9.740449,10.838524,13.784367,27.751689
24,0.002638,0.002759,0.002923,0.003124,0.003355,0.003613,0.003902,0.004224,0.004583,0.00499,0.005431,0.005922,0.00645,0.00703,0.007654,0.008324,0.009016,0.009723,0.010468,0.011285,0.012199,0.013216,0.014364,0.015645,0.017065,0.018629,0.020322,0.022154,0.024132,0.02627,0.028573,0.031051,0.033717,0.036591,0.039685,0.043013,0.046594,0.050457,0.054616,0.059111,0.063961,0.069204,0.074874,0.081014,0.087657,0.094718,0.102204,0.110105,0.118414,0.127099,0.136096,0.145759,0.156128,0.167254,0.179173,0.19195,0.205643,0.220323,0.236077,0.252987,0.271175,0.290765,0.311902,0.334752,0.359499,0.386319,0.415427,0.447034,0.48139,0.518754,0.559428,0.60375,0.652073,0.704835,0.762473,0.825506,0.894502,0.97007,1.052878,1.143635,1.243037,1.351716,1.470257,1.599343,1.739515,1.891186,2.054907,2.23099,2.41956,2.620346,2.833047,3.057509,3.294181,3.543783,3.807569,4.088556,4.383661,4.692624,5.014676,5.347387,5.688527,6.035219,6.385155,6.735734,7.083307,7.424462,7.752366,8.05709,8.323282,8.517942,8.611505,8.687868,8.759732,8.853695,8.994644,9.234437,9.724597,10.821051,13.762547,27.709264
25,0.002583,0.0027,0.002858,0.003054,0.003278,0.003528,0.003809,0.004122,0.00447,0.004866,0.005294,0.005771,0.006284,0.006846,0.007452,0.008101,0.00877,0.009454,0.010173,0.010963,0.011847,0.012833,0.013949,0.015196,0.016581,0.018109,0.019766,0.021561,0.0235,0.025602,0.027867,0.030308,0.032937,0.035775,0.038834,0.042127,0.045673,0.049503,0.053629,0.058091,0.062909,0.06812,0.073759,0.079867,0.086478,0.093508,0.100963,0.108832,0.11711,0.125763,0.134728,0.144359,0.154696,0.165787,0.177672,0.190412,0.204069,0.21871,0.234424,0.251293,0.269438,0.288983,0.310072,0.332873,0.357568,0.384334,0.413383,0.444929,0.479219,0.516513,0.557113,0.601355,0.649592,0.702262,0.7598,0.822726,0.891606,0.967046,1.049715,1.140322,1.23956,1.34806,1.466407,1.595282,1.735226,1.88665,2.050106,2.225904,2.414169,2.614631,2.826989,3.05109,3.287382,3.536582,3.799945,4.080481,4.375113,4.683581,5.005118,5.337296,5.677891,6.024028,6.373404,6.723424,7.070441,7.411051,7.738431,8.042669,8.308436,8.502785,8.596199,8.672439,8.744189,8.838001,8.978724,9.218133,9.70751,10.802212,13.739015,27.663498
26,0.00253,0.002642,0.002795,0.002984,0.003202,0.003445,0.003717,0.004022,0.00436,0.004744,0.00516,0.005624,0.006121,0.006667,0.007254,0.007883,0.008531,0.00919,0.009884,0.010647,0.011502,0.012456,0.013538,0.01475,0.016099,0.01759,0.019208,0.020964,0.022864,0.024925,0.02715,0.02955,0.03214,0.034938,0.037959,0.041213,0.044722,0.048514,0.052604,0.05703,0.061813,0.066989,0.072593,0.078666,0.085243,0.092239,0.09966,0.107494,0.115737,0.124357,0.133288,0.142884,0.153184,0.164239,0.176086,0.188787,0.202404,0.217004,0.232675,0.249499,0.267598,0.287094,0.308133,0.330881,0.355519,0.382226,0.411213,0.442692,0.476912,0.514131,0.554651,0.598807,0.646952,0.699523,0.756955,0.819765,0.888519,0.963823,1.046345,1.13679,1.235853,1.344161,1.462301,1.59095,1.73065,1.881811,2.044982,2.220476,2.408415,2.60853,2.820522,3.044237,3.280121,3.528893,3.791802,4.071856,4.365982,4.673921,4.994906,5.326515,5.666526,6.01207,6.360848,6.710268,7.056691,7.396719,7.723538,8.027256,8.292568,8.486585,8.579839,8.655949,8.727575,8.821226,8.961708,9.200706,9.689245,10.782075,13.713858,27.614556
27,0.002477,0.002585,0.002732,0.002916,0.003127,0.003363,0.003628,0.003924,0.004253,0.004626,0.00503,0.00548,0.005963,0.006492,0.007062,0.007671,0.008297,0.008934,0.009602,0.010337,0.011163,0.012085,0.013134,0.014311,0.015622,0.017074,0.018652,0.020366,0.022224,0.024243,0.026425,0.028782,0.031329,0.034084,0.037062,0.040274,0.043742,0.047494,0.051543,0.05593,0.060674,0.065811,0.071377,0.077413,0.083952,0.090911,0.098294,0.106091,0.114297,0.122879,0.131773,0.141331,0.151593,0.162608,0.174414,0.187074,0.200648,0.215203,0.230828,0.247605,0.265654,0.285098,0.306083,0.328773,0.353352,0.379995,0.408915,0.440323,0.474467,0.511606,0.55204,0.596105,0.644152,0.696617,0.753934,0.816621,0.885242,0.960402,1.042766,1.13304,1.231916,1.340021,1.45794,1.58635,1.725791,1.876672,2.039542,2.214712,2.402305,2.602053,2.813655,3.03696,3.272412,3.520728,3.783157,4.062699,4.356288,4.663665,4.984064,5.315069,5.654459,5.999374,6.347517,6.696301,7.042093,7.381502,7.707727,8.010892,8.275721,8.469386,8.56247,8.638441,8.709937,8.803417,8.943642,9.182204,9.669852,10.760694,13.687147,27.562595
28,0.002425,0.002528,0.00267,0.002849,0.003054,0.003283,0.00354,0.003828,0.004147,0.00451,0.004902,0.00534,0.005809,0.006323,0.006875,0.007465,0.00807,0.008683,0.009327,0.010035,0.010831,0.011722,0.012737,0.013877,0.015151,0.016563,0.018099,0.01977,0.021584,0.023558,0.025694,0.028005,0.030505,0.033214,0.036146,0.039313,0.042735,0.046442,0.050448,0.054791,0.059493,0.064588,0.070112,0.076106,0.082604,0.089522,0.096864,0.104621,0.112786,0.121328,0.130181,0.139699,0.149919,0.160892,0.172654,0.18527,0.198797,0.213305,0.228881,0.245607,0.263602,0.282991,0.303917,0.326547,0.351061,0.377636,0.406484,0.437817,0.47188,0.508933,0.549276,0.593242,0.641185,0.693537,0.750733,0.813289,0.881768,0.956773,1.03897,1.129063,1.22774,1.33563,1.453315,1.581471,1.720637,1.871221,2.033771,2.208598,2.395824,2.595182,2.806372,3.029241,3.264235,3.512068,3.773987,4.052986,4.346005,4.652785,4.972563,5.302926,5.641659,5.985906,6.333374,6.681483,7.026606,7.365359,7.690952,7.993531,8.257849,8.451139,8.544043,8.619867,8.691224,8.784523,8.924476,9.162575,9.649279,10.73801,13.658809,27.507466
29,0.002373,0.002472,0.002609,0.002782,0.002981,0.003204,0.003454,0.003733,0.004044,0.004397,0.004778,0.005203,0.005658,0.006157,0.006692,0.007264,0.007848,0.008439,0.009059,0.009739,0.010507,0.011366,0.012347,0.013451,0.014686,0.016058,0.017551,0.019178,0.020945,0.022871,0.02496,0.027221,0.029672,0.032331,0.035214,0.038331,0.041704,0.045363,0.04932,0.053616,0.05827,0.063319,0.068798,0.074747,0.081199,0.088072,0.09537,0.103082,0.111204,0.119701,0.128511,0.137984,0.148159,0.159086,0.170802,0.183369,0.196847,0.211304,0.226826,0.243497,0.261436,0.280765,0.301629,0.324193,0.348639,0.375141,0.403912,0.435164,0.46914,0.506101,0.546346,0.590208,0.638038,0.690269,0.747336,0.809752,0.87808,0.952921,1.03494,1.124838,1.223305,1.330966,1.448402,1.576288,1.715162,1.86543,2.027641,2.202104,2.38894,2.587883,2.798635,3.021042,3.255549,3.502869,3.764246,4.042669,4.335082,4.641229,4.960347,5.290028,5.628063,5.9716,6.318353,6.665744,7.010156,7.348211,7.673135,7.975091,8.238865,8.431757,8.52447,8.600137,8.671347,8.764453,8.904118,9.141725,9.627426,10.713915,13.628706,27.448904
30,0.002322,0.002416,0.002549,0.002717,0.00291,0.003126,0.003369,0.00364,0.003942,0.004285,0.004656,0.005069,0.005511,0.005995,0.006514,0.007068,0.007633,0.008202,0.008797,0.009452,0.01019,0.011018,0.011966,0.013033,0.014229,0.015559,0.017009,0.01859,0.02031,0.022187,0.024224,0.026434,0.028833,0.031439,0.034267,0.037331,0.040651,0.044257,0.048162,0.052406,0.057009,0.062007,0.067435,0.073334,0.079737,0.086561,0.093811,0.101475,0.109548,0.117998,0.12676,0.136185,0.146312,0.157189,0.168854,0.18137,0.194795,0.209197,0.224663,0.241275,0.259152,0.278418,0.299216,0.32171,0.346082,0.372507,0.401196,0.43236,0.466244,0.503107,0.543247,0.586997,0.634707,0.686811,0.743739,0.806006,0.874172,0.948839,1.030669,1.120361,1.218604,1.326022,1.443193,1.570793,1.709357,1.859292,2.021143,2.195219,2.381643,2.580147,2.790434,3.012351,3.246342,3.493119,3.753921,4.031733,4.323505,4.62898,4.947399,5.276358,5.613652,5.956437,6.30243,6.649062,6.99272,7.330036,7.654249,7.955544,8.218741,8.411212,8.503722,8.579224,8.650278,8.74318,8.882538,9.119625,9.604262,10.688374,13.596796,27.386819
31,0.002271,0.002361,0.00249,0.002652,0.00284,0.003049,0.003285,0.003549,0.003842,0.004176,0.004536,0.004938,0.005367,0.005836,0.00634,0.006876,0.007422,0.00797,0.008542,0.009171,0.009882,0.010679,0.011593,0.012624,0.013781,0.01507,0.016475,0.018009,0.01968,0.021506,0.023491,0.025646,0.027989,0.030539,0.03331,0.036317,0.03958,0.043128,0.046976,0.051163,0.05571,0.060653,0.066026,0.07187,0.078219,0.084989,0.092186,0.099797,0.107818,0.116216,0.124927,0.1343,0.144374,0.155198,0.166809,0.179268,0.192636,0.206979,0.222385,0.238934,0.256746,0.275944,0.29667,0.31909,0.343383,0.369725,0.398327,0.429398,0.463184,0.499943,0.53997,0.583601,0.631184,0.68315,0.739931,0.802039,0.870034,0.944516,1.026144,1.115618,1.213623,1.320783,1.437675,1.564971,1.703207,1.852788,2.014258,2.187926,2.373913,2.571953,2.781748,3.003148,3.236593,3.482794,3.74299,4.020155,4.311248,4.616014,4.933692,5.261887,5.598399,5.940388,6.285578,6.631406,6.974267,7.3108,7.634261,7.934859,8.197446,8.38947,8.481766,8.557093,8.627981,8.720667,8.859702,9.096238,9.57975,10.661348,13.563033,27.321136
32,0.002221,0.002307,0.002431,0.002588,0.00277,0.002973,0.003203,0.003459,0.003744,0.004069,0.004419,0.004809,0.005226,0.005682,0.00617,0.006689,0.007216,0.007744,0.008294,0.008898,0.009581,0.010348,0.011229,0.012224,0.013342,0.014589,0.01595,0.017437,0.019058,0.020831,0.022761,0.02486,0.027144,0.029634,0.032345,0.035291,0.038492,0.041978,0.045765,0.04989,0.054376,0.059258,0.064571,0.070356,0.076645,0.083357,0.090495,0.098049,0.106013,0.114354,0.123009,0.132325,0.142342,0.153108,0.16466,0.17706,0.190366,0.204646,0.219986,0.236468,0.25421,0.273335,0.293985,0.316325,0.340534,0.366788,0.395296,0.426268,0.459949,0.496595,0.536504,0.580007,0.627453,0.679273,0.735897,0.797836,0.865648,0.939931,1.021345,1.110586,1.208338,1.315223,1.431818,1.558792,1.696679,1.845884,2.00695,2.180184,2.365707,2.563253,2.772527,2.993377,3.226243,3.471834,3.731385,4.007863,4.298236,4.602248,4.919142,5.246525,5.582205,5.92335,6.267688,6.612662,6.954677,7.29038,7.613043,7.912899,8.174839,8.36639,8.458457,8.533598,8.604312,8.696768,8.835458,9.07141,9.553727,10.632658,13.527189,27.2514
33,0.002171,0.002253,0.002372,0.002525,0.002701,0.002899,0.003121,0.00337,0.003647,0.003963,0.004303,0.004683,0.005087,0.00553,0.006003,0.006507,0.007016,0.007523,0.008051,0.008631,0.009287,0.010025,0.010874,0.011834,0.012913,0.014118,0.015434,0.016873,0.018444,0.020163,0.022037,0.024077,0.026301,0.028729,0.031376,0.034256,0.037391,0.040811,0.044531,0.048591,0.05301,0.057826,0.063073,0.068793,0.075017,0.081665,0.088739,0.09623,0.104132,0.112411,0.121005,0.13026,0.140215,0.150918,0.162407,0.174742,0.187981,0.202193,0.217464,0.233874,0.251541,0.270588,0.291157,0.313411,0.337531,0.36369,0.392098,0.422965,0.456533,0.49306,0.532841,0.576208,0.623509,0.675172,0.731628,0.793386,0.861003,0.935076,1.016261,1.105254,1.202738,1.309331,1.425609,1.552241,1.689759,1.838565,1.999202,2.171976,2.357007,2.554032,2.762753,2.983021,3.215273,3.460218,3.719086,3.994838,4.284448,4.587662,4.903724,5.230249,5.565049,5.9053,6.248735,6.592805,6.933924,7.268748,7.590566,7.889637,8.150891,8.341941,8.433767,8.508711,8.579239,8.671453,8.809779,9.045111,9.526165,10.602269,13.489227,27.177555
34,0.002122,0.0022,0.002315,0.002462,0.002633,0.002825,0.003041,0.003283,0.003552,0.003859,0.004189,0.004559,0.004951,0.005381,0.00584,0.006328,0.006819,0.007308,0.007814,0.008371,0.009001,0.009711,0.010527,0.011453,0.012494,0.013658,0.014929,0.01632,0.017839,0.019504,0.021321,0.023301,0.025462,0.027825,0.030405,0.033216,0.036282,0.039631,0.04328,0.047267,0.051615,0.056359,0.061535,0.067183,0.073337,0.079914,0.086919,0.094341,0.102175,0.110387,0.118914,0.128103,0.13799,0.148625,0.160045,0.172309,0.185478,0.199616,0.214811,0.231144,0.24873,0.267694,0.288176,0.310339,0.334363,0.360421,0.388722,0.419476,0.452924,0.489323,0.528968,0.57219,0.619335,0.670832,0.727108,0.788673,0.856082,0.929929,1.01087,1.099599,1.196795,1.303078,1.419019,1.545286,1.68241,1.830792,1.990972,2.163257,2.347766,2.544235,2.752369,2.972017,3.203618,3.447876,3.706019,3.980999,4.269799,4.572165,4.887343,5.212956,5.546821,5.886121,6.228598,6.571707,6.911874,7.245763,7.566684,7.864921,8.125446,8.315963,8.407533,8.482268,8.552598,8.644555,8.782494,9.017168,9.496878,10.56998,13.448888,27.099079
35,0.002073,0.002147,0.002258,0.0024,0.002566,0.002752,0.002961,0.003196,0.003458,0.003756,0.004077,0.004436,0.004818,0.005235,0.00568,0.006152,0.006627,0.007097,0.007583,0.008117,0.008722,0.009404,0.010189,0.011081,0.012085,0.013208,0.014435,0.015778,0.017246,0.018856,0.020614,0.022533,0.02463,0.026925,0.029435,0.032175,0.035167,0.038441,0.042013,0.045924,0.050194,0.054861,0.059959,0.06553,0.071607,0.078107,0.085036,0.092384,0.100143,0.108281,0.116736,0.125851,0.135666,0.146227,0.157572,0.16976,0.182852,0.196911,0.212025,0.228274,0.245775,0.264649,0.285037,0.307103,0.331024,0.356975,0.385162,0.415795,0.449115,0.485378,0.524877,0.567944,0.614923,0.666242,0.722327,0.783685,0.850872,0.924478,1.005159,1.093606,1.190497,1.296448,1.412031,1.53791,1.674615,1.822545,1.982241,2.154006,2.33796,2.533839,2.74135,2.960342,3.191251,3.43478,3.692154,3.966315,4.254256,4.555723,4.869964,5.194609,5.527482,5.865775,6.207235,6.549325,6.888483,7.221381,7.54135,7.838702,8.098454,8.288406,8.379705,8.454217,8.524339,8.616022,8.753552,8.987528,9.465813,10.53573,13.406104,27.015847
36,0.002025,0.002095,0.002201,0.002339,0.0025,0.002679,0.002883,0.003111,0.003365,0.003655,0.003967,0.004316,0.004686,0.005091,0.005523,0.00598,0.006439,0.006891,0.007357,0.007869,0.00845,0.009104,0.00986,0.010718,0.011686,0.012769,0.013952,0.015248,0.016665,0.01822,0.019919,0.021776,0.023806,0.026032,0.02847,0.031135,0.034049,0.037245,0.040736,0.044565,0.048752,0.053335,0.05835,0.063837,0.06983,0.076247,0.083093,0.090359,0.098036,0.106095,0.11447,0.123506,0.133241,0.143722,0.154985,0.167092,0.1801,0.194074,0.209101,0.22526,0.242668,0.261446,0.281735,0.303696,0.327507,0.353343,0.381408,0.411912,0.445096,0.481213,0.520558,0.563459,0.610261,0.661389,0.71727,0.778408,0.845357,0.918707,0.999111,1.087257,1.183822,1.289419,1.40462,1.530086,1.666345,1.813795,1.972975,2.144187,2.327551,2.522804,2.729652,2.947946,3.178121,3.420877,3.677434,3.950726,4.237755,4.538267,4.851514,5.175132,5.506953,5.844176,6.184557,6.525567,6.863653,7.1955,7.514458,7.810871,8.069803,8.259156,8.350166,8.424443,8.494343,8.585736,8.72283,8.956067000000001,9.432841,10.499379,13.360692,26.92751
37,0.001977,0.002043,0.002145,0.002278,0.002434,0.002608,0.002805,0.003026,0.003273,0.003555,0.003858,0.004197,0.004556,0.004949,0.005368,0.005811,0.006254,0.006689,0.007136,0.007627,0.008184,0.008812,0.009539,0.010365,0.011297,0.01234,0.013481,0.01473,0.016096,0.017596,0.019236,0.02103,0.022993,0.025149,0.027512,0.0301,0.032934,0.036046,0.039452,0.043194,0.047293,0.051787,0.056711,0.062108,0.06801,0.074336,0.081092,0.088268,0.095857,0.103828,0.112116,0.12106600000000001,0.130713,0.141107,0.152282,0.1643,0.177217,0.1911,0.206032,0.222094,0.239402,0.258077,0.278258,0.300108,0.323802,0.349513,0.377449,0.407815,0.440852,0.476814,0.515993,0.558717,0.605329,0.656254,0.711917,0.77282,0.839515,0.91259,0.992697,1.080521,1.176737,1.281957,1.396749,1.521773,1.657555,1.804494,1.963123,2.133745,2.31648,2.511064,2.717207,2.934758,3.16415,3.406081,3.661769,3.934136,4.220193,4.51969,4.831879,5.154404,5.485105,5.82119,6.160423,6.500283,6.837229,7.167957,7.48584,7.781254,8.039314,8.228028,8.318731,8.392757,8.462422,8.553506,8.690138,8.922587,9.397752,10.460696,13.312371,26.833508
38,0.001929,0.001992,0.00209,0.002218,0.002369,0.002537,0.002728,0.002943,0.003182,0.003456,0.00375,0.00408,0.004429,0.00481,0.005216,0.005645,0.006072,0.006491,0.006919,0.007389,0.007924,0.008526,0.009225,0.01002,0.010917,0.011922,0.013021,0.014224,0.015539,0.016985,0.018567,0.020297,0.022193,0.024277,0.026565,0.029072,0.031823,0.034849,0.038166,0.041816,0.045821,0.05022,0.055048,0.060347,0.066151,0.072379,0.079038,0.086116,0.093609,0.101484,0.109678,0.118533,0.128086,0.138384,0.149464,0.161385,0.174204,0.187987,0.202817,0.218776,0.235976,0.25454,0.274607,0.296336,0.319904,0.345484,0.37328,0.4035,0.436381,0.472177,0.51118,0.553716,0.600126,0.650834,0.706264,0.766916,0.833341,0.906124,0.985914,1.073395,1.169239,1.274057,1.388413,1.512967,1.648242,1.794635,1.952678,2.122673,2.304738,2.498613,2.704005,2.920766,3.149327,3.390383,3.645147,3.916532,4.201559,4.499978,4.811044,5.13241,5.461922,5.796801,6.134815,6.473455,6.809192,7.138734,7.455476,7.749831,8.006965,8.195002,8.28538,8.35914,8.428554,8.519311,8.655452,8.887067,9.360527,10.419657,13.261109,26.7338
39,0.001882,0.001941,0.002035,0.002159,0.002304,0.002467,0.002653,0.00286,0.003092,0.003358,0.003644,0.003964,0.004303,0.004672,0.005066,0.005481,0.005894,0.006296,0.006707,0.007157,0.007669,0.008247,0.008918,0.009682,0.010546,0.011514,0.012571,0.01373,0.014996,0.016388,0.017911,0.019579,0.021407,0.023418,0.025629,0.028055,0.03072,0.033657,0.036881,0.040435,0.044342,0.048639,0.053365,0.058559,0.064257,0.07038,0.076932,0.083905,0.091293,0.099064,0.107155,0.115906,0.125356,0.135551,0.146526,0.158342,0.171055,0.184729,0.19945,0.215295,0.23238,0.250825,0.270767,0.292367,0.315801,0.341239,0.368887,0.398948,0.431663,0.467282,0.506096,0.54843,0.594624,0.645101,0.700281,0.760665,0.8268,0.89927,0.978722,1.065836,1.161282,1.265668,1.379559,1.503609,1.638341,1.784149,1.941566,2.11089,2.292239,2.485354,2.689944,2.905861,3.133534,3.373656,3.627434,3.897769,4.181697,4.478965,4.788833,5.108962,5.437207,5.770798,6.107513,6.444852,6.7793,7.107576,7.423102,7.716327,7.972474,8.159789,8.24982,8.323296,8.392443,8.48285,8.618468,8.849193,9.320834,10.375899,13.206451,26.627482
40,0.001835,0.001891,0.00198,0.0021,0.00224,0.002398,0.002577,0.002779,0.003003,0.003262,0.003539,0.003849,0.004178,0.004537,0.004918,0.00532,0.005718,0.006104,0.006498,0.006929,0.007419,0.007974,0.008618,0.009353,0.010184,0.011116,0.012133,0.013247,0.014465,0.015804,0.01727,0.018875,0.020636,0.022574,0.024707,0.027051,0.029629,0.032473,0.035601,0.039055,0.042858,0.04705,0.051666,0.056749,0.062335,0.068343,0.074782,0.08164,0.088914,0.096571,0.10455,0.11319,0.122527,0.132609,0.143471,0.155172,0.167769,0.181326,0.195928,0.211651,0.228611,0.246927,0.266736,0.288198,0.311487,0.336774,0.364261,0.394155,0.426691,0.462121,0.500733,0.542851,0.588815,0.639045,0.69396,0.754058,0.819883,0.892019,0.971109,1.05783,1.152851,1.256777,1.37017,1.493682,1.627833,1.773018,1.929764,2.098371,2.278956,2.47126,2.674994,2.89001,3.116735,3.35586,3.608586,3.877804,4.160558,4.4566,4.765191,5.084002,5.410896,5.743116,6.078448,6.414401,6.747475,7.074404,7.388635,7.680657,7.935753,8.122299,8.21196,8.285134,8.353995,8.44403,8.57909,8.808867,9.278573,10.329311,13.148258,26.51429
41,0.001789,0.001841,0.001927,0.002042,0.002177,0.00233,0.002503,0.002698,0.002916,0.003166,0.003435,0.003736,0.004055,0.004403,0.004773,0.005161,0.005545,0.005916,0.006292,0.006705,0.007175,0.007706,0.008325,0.009031,0.00983,0.010727,0.011705,0.012776,0.013947,0.015235,0.016644,0.018186,0.01988,0.021746,0.023802,0.026062,0.028551,0.031301,0.034331,0.037681,0.041377,0.045456,0.049958,0.054923,0.060389,0.066276,0.072591,0.079327,0.086477,0.094012,0.101869,0.110386,0.119601,0.12956,0.140298,0.151875,0.164346,0.177776,0.192248,0.20784,0.224665,0.242842,0.262507,0.28382,0.306954,0.332078,0.359394,0.389108,0.421453,0.456681,0.495077,0.536966,0.582684,0.63265,0.687281,0.747073,0.812569,0.884348,0.963051,1.049353,1.14392,1.247354,1.360213,1.48315,1.616681,1.761199,1.917229,2.08507,2.264837,2.456275,2.659093,2.873146,3.098859,3.336918,3.588521,3.856544,4.138047,4.43278,4.740008,5.057413,5.382866,5.713623,6.047479,6.381954,6.713564,7.039056,7.351907,7.642646,7.896622,8.082349,8.171615,8.244466,8.313023,8.40266,8.537124,8.765889,9.233533,10.279659,13.08624,26.393656
42,0.001742,0.001791,0.001873,0.001984,0.002115,0.002262,0.00243,0.002618,0.002829,0.003072,0.003333,0.003625,0.003934,0.004271,0.004629,0.005005,0.005375,0.00573,0.00609,0.006485,0.006935,0.007444,0.008037,0.008716,0.009484,0.010346,0.011287,0.012317,0.013441,0.014678,0.016032,0.017514,0.019141,0.020935,0.022913,0.025089,0.027489,0.030144,0.033072,0.036317,0.039901,0.043865,0.048246,0.053087,0.058425,0.064183,0.070367,0.076971,0.083988,0.09139,0.099115,0.1075,0.116581,0.126406,0.13701,0.148452,0.160786,0.174078,0.18841,0.203859,0.220538,0.238565,0.258076,0.279229,0.302196,0.327145,0.354279,0.383799,0.415941,0.450952,0.489119,0.530763,0.576218,0.625903,0.680232,0.739698,0.804842,0.876241,0.954531,1.040387,1.134469,1.237378,1.349669,1.471992,1.604861,1.748665,1.903931,2.070953,2.249848,2.44036,2.642201,2.855226,3.079857,3.316779,3.567183,3.833932,4.114098,4.407434,4.713209,5.029114,5.353031,5.682227,6.01451,6.34741,6.677459,7.00142,7.3128,7.602173,7.854955,8.03981,8.128655,8.201162,8.269394,8.358606,8.492433,8.720119,9.185562,10.226778,13.02019,26.265191
