beneficiary_age,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120
21,0.5324,0.5582,0.5923,0.6339,0.6814,0.7343,0.7937,0.8599,0.9333,1.0164,1.1064,1.2066,1.3143,1.4322,1.5591,1.6951,1.8357,1.9797,2.1313,2.2966,2.48,2.6825,2.909,3.1597,3.4352,3.7363,4.0596,4.4066,4.7782,5.1768,5.6025,6.0566,6.5411,7.0588,7.6114,8.2003,8.8283,9.4993,10.2147,10.98,11.7971,12.6707,13.6047,14.6035,15.6703,16.7891,17.9585,19.1745,20.434,21.7299,23.0507,24.4453,25.9151,27.4622,29.0866,30.7909,32.5767,34.4458,36.4016,38.4455,40.5824,42.8161,45.1505,47.5904,50.1396,52.7991,55.5706,58.4533,61.4465,64.5476,67.7539,71.0622,74.4664,77.9625,81.5421,85.1976,88.9199,92.6971,96.5168,100.364,104.2202,108.0631,111.8691,115.6187,119.29,122.8615,126.3187,129.6458,132.829,135.8538,138.7124,141.4041,143.9375,146.3233,148.5755,150.7178,152.7269,154.6073,156.3616,157.9871,159.4859,160.8602,162.1165,163.2612,164.298,165.2325,166.0621,166.7791,167.3672,167.7764,167.9672,168.1201,168.2619,168.4441,168.711,169.1482,169.9811,171.5944,174.7389,180.8787
22,0.5216,0.5465,0.5794,0.6197,0.6658,0.7172,0.7748,0.8391,0.9104,0.9911,1.0785,1.1758,1.2804,1.3949,1.5182,1.6502,1.7866,1.9262,2.0732,2.2336,2.412,2.6092,2.8305,3.0757,3.3458,3.6415,3.9593,4.3011,4.6674,5.0608,5.4815,5.9307,6.4106,6.9238,7.4721,8.0568,8.6807,9.3478,10.0595,10.8212,11.6349,12.5051,13.4359,14.4315,15.4953,16.6112,17.7777,18.991,20.2478,21.5411,22.8594,24.2515,25.7189,27.2637,28.8857,30.5878,32.3714,34.2384,36.1921,38.2341,40.3691,42.6009,44.9336,47.3719,49.9195,52.5774,55.3476,58.229,61.2209,64.3209,67.5262,70.8335,74.2367,77.732,81.3108,84.9656,88.6872,92.4639,96.283,100.1296,103.9854,107.8279,111.6335,115.3828,119.0539,122.6251,126.0821,129.409,132.592,135.6167,138.4753,141.1669,143.7002,146.086,148.3382,150.4804,152.4896,154.3699,156.1242,157.7497,159.2485,160.6228,161.8791,163.0238,164.0607,164.9952,165.8247,166.5418,167.1299,167.5391,167.7299,167.8828,168.0246,168.2068,168.4737,168.9109,169.7438,171.3571,174.5017,180.6416
23,0.511,0.5349,0.5667,0.6059,0.6506,0.7005,0.7564,0.8188,0.888,0.9664,1.0513,1.1458,1.2473,1.3585,1.4782,1.6063,1.7385,1.8736,2.0159,2.1713,2.3445,2.5364,2.7521,2.9917,3.256,3.5458,3.8579,4.1938,4.5544,4.9423,5.3575,5.8014,6.276,6.7842,7.3276,7.9077,8.5271,9.1899,9.8974,10.6551,11.4649,12.3315,13.2586,14.2508,15.3112,16.4238,17.5872,18.7974,20.0513,21.3417,22.6571,24.0466,25.5113,27.0534,28.6729,30.3725,32.1537,34.0183,35.9697,38.0095,40.1424,42.3721,44.7029,47.1392,49.685,52.3413,55.1098,57.9896,60.9802,64.0788,67.2828,70.589,73.9912,77.4854,81.0633,84.7173,88.438,92.214,96.0324,99.8784,103.7336,107.5756,111.3807,115.1295,118.8003,122.3712,125.8278,129.1546,132.3373,135.3618,138.2202,140.9117,143.4449,145.8306,148.0827,150.2249,152.2339,154.1142,155.8686,157.4941,158.9928,160.3671,161.6234,162.7681,163.8049,164.7394,165.569,166.2861,166.8742,167.2834,167.4742,167.6271,167.7688,167.951,168.2179,168.6551,169.488,171.1014,174.246,180.386
24,0.5006,0.5235,0.5543,0.5923,0.6357,0.6841,0.7384,0.799,0.8662,0.9424,1.0248,1.1166,1.2151,1.323,1.4391,1.5633,1.6914,1.8221,1.9596,2.11,2.2779,2.4642,2.6741,2.9078,3.166,3.4497,3.7555,4.0853,4.4397,4.8215,5.2306,5.6686,6.1376,6.6402,7.1782,7.7531,8.3675,9.0255,9.7284,10.4816,11.2871,12.1495,13.0726,14.061,15.1176,16.2266,17.3865,18.5933,19.8438,21.1311,22.4434,23.8298,25.2916,26.8308,28.4475,30.1443,31.9228,33.7849,35.7337,37.771,39.9015,42.1289,44.4574,46.8916,49.4353,52.0896,54.8563,57.7344,60.7233,63.8203,67.0229,70.3276,73.7286,77.2216,80.7984,84.4513,88.1711,91.9462,95.7637,99.609,103.4635,107.3048,111.1093,114.8576,118.5279,122.0983,125.5546,128.881,132.0634,135.0876,137.9458,140.6371,143.1701,145.5556,147.8076,149.9496,151.9586,153.8388,155.5931,157.2185,158.7173,160.0915,161.3478,162.4924,163.5292,164.4637,165.2933,166.0104,166.5984,167.0076,167.1984,167.3514,167.4931,167.6753,167.9421,168.3793,169.2122,170.8255,173.9702,180.1102
25,0.4903,0.5123,0.5421,0.5789,0.621,0.668,0.7208,0.7796,0.8449,0.9189,0.999,1.0882,1.1837,1.2884,1.401,1.5215,1.6454,1.7716,1.9043,2.0497,2.2122,2.3928,2.5968,2.8243,3.0762,3.3534,3.6527,3.9758,4.3236,4.6987,5.1014,5.533,5.9956,6.4921,7.0242,7.5933,8.2021,8.8548,9.5525,10.3007,11.1015,11.9592,12.8779,13.8619,14.9144,16.0193,17.1753,18.3784,19.6253,20.909,22.2179,23.601,25.0595,26.5955,28.2091,29.9029,31.6784,33.5375,35.4835,37.5181,39.6458,41.8706,44.1966,46.6284,49.1698,51.8219,54.5864,57.4624,60.4494,63.5447,66.7455,70.0487,73.4481,76.9398,80.5152,84.1669,87.8856,91.6596,95.4761,99.3205,103.1741,107.0146,110.8184,114.566,118.2356,121.8055,125.2612,128.5871,131.7692,134.793,137.6508,140.3418,142.8746,145.2599,147.5116,149.6535,151.6623,153.5424,155.2965,156.9218,158.4205,159.7946,161.0508,162.1954,163.2322,164.1667,164.9962,165.7132,166.3013,166.7105,166.9012,167.0542,167.1959,167.3781,167.6449,168.082,168.9149,170.5281,173.6728,179.8127
26,0.4802,0.5013,0.53,0.5657,0.6067,0.6523,0.7035,0.7607,0.8241,0.896,0.9738,1.0604,1.1532,1.2547,1.3639,1.4806,1.6005,1.7223,1.8503,1.9905,2.1476,2.3225,2.5204,2.7416,2.9869,3.2573,3.5497,3.8658,4.2065,4.5745,4.9701,5.3948,5.8506,6.3403,6.8659,7.4286,8.0313,8.6779,9.3699,10.1126,10.908,11.7606,12.6743,13.6535,14.7014,15.8019,16.9536,18.1525,19.3954,20.6751,21.9803,23.3597,24.8146,26.3472,27.9573,29.6477,31.42,33.2759,35.2188,37.2503,39.3751,41.597,43.9202,46.3493,48.8881,51.5377,54.2998,57.1736,60.1584,63.2516,66.4505,69.7519,73.1496,76.6397,80.2136,83.864,87.5813,91.3541,95.1696,99.0129,102.8655,106.7051,110.5081,114.2549,117.9238,121.493,124.9482,128.2736,131.4551,134.4785,137.3359,140.0266,142.559,144.944,147.1955,149.3372,151.3458,153.2257,154.9797,156.6049,158.1034,159.4774,160.7336,161.8781,162.9148,163.8492,164.6786,165.3957,165.9837,166.3928,166.5836,166.7365,166.8782,167.0604,167.3272,167.7643,168.5971,170.2102,173.3548,179.4946
27,0.4701,0.4904,0.5181,0.5528,0.5925,0.6368,0.6866,0.7421,0.8037,0.8737,0.9492,1.0333,1.1234,1.2219,1.3278,1.4408,1.5567,1.6742,1.7975,1.9326,2.0843,2.2534,2.4452,2.6598,2.8984,3.1618,3.4469,3.7556,4.0888,4.4493,4.8374,5.2545,5.7028,6.1853,6.7037,7.2594,7.8553,8.4954,9.181,9.9175,10.707,11.5539,12.4621,13.436,14.4787,15.5743,16.7212,17.9155,19.1539,20.4295,21.7305,23.1058,24.5568,26.0855,27.6919,29.3787,31.1474,32.9998,34.9393,36.9675,39.0891,41.3078,43.628,46.0541,48.5901,51.2369,53.9963,56.8676,59.85,62.941,66.1378,69.4371,72.8329,76.3213,79.8936,83.5424,87.2584,91.0298,94.8441,98.6862,102.5378,106.3765,110.1785,113.9246,117.5927,121.1613,124.6158,127.9406,131.1216,134.1446,137.0016,139.6919,142.224,144.6087,146.8599,149.0013,151.0098,152.8895,154.6433,156.2683,157.7667,159.1407,160.3967,161.5411,162.5777,163.5121,164.3415,165.0585,165.6465,166.0556,166.2464,166.3993,166.541,166.7231,166.9899,167.4269,168.2596,169.8727,173.0171,179.1569
28,0.4602,0.4796,0.5064,0.54,0.5786,0.6216,0.67,0.7239,0.7838,0.8518,0.9251,1.0069,1.0943,1.1899,1.2926,1.402,1.514,1.6273,1.7459,1.8761,2.0223,2.1856,2.3712,2.5793,2.8109,3.0671,3.3447,3.6457,3.9711,4.3236,4.7036,5.1126,5.553,6.0274,6.538,7.0861,7.6745,8.3074,8.9859,9.7157,10.4986,11.3391,12.2412,13.2092,14.2463,15.3364,16.478,17.6673,18.9008,20.1716,21.4681,22.839,24.2857,25.8102,27.4125,29.0953,30.8601,32.7087,34.6445,36.6691,38.7872,41.0025,43.3193,45.7422,48.275,50.9188,53.6754,56.5439,59.5237,62.6121,65.8066,69.1037,72.4974,75.9838,79.5543,83.2015,86.9159,90.6859,94.4988,98.3398,102.1903,106.0279,109.829,113.5742,117.2415,120.8093,124.2632,127.5874,130.7679,133.7904,136.6469,139.3368,141.8686,144.253,146.5039,148.6451,150.6533,152.5328,154.2864,155.9113,157.4096,158.7834,160.0393,161.1837,162.2202,163.1545,163.9839,164.7008,165.2887,165.6979,165.8886,166.0415,166.1832,166.3653,166.632,167.069,167.9016,169.5146,172.6589,178.7985
29,0.4504,0.4689,0.4949,0.5274,0.5649,0.6067,0.6536,0.7061,0.7642,0.8303,0.9016,0.9811,1.0659,1.1587,1.2582,1.3643,1.4725,1.5816,1.6957,1.8209,1.9618,2.1193,2.2986,2.5001,2.7247,2.9735,3.2434,3.5364,3.8535,4.1976,4.5691,4.9696,5.4013,5.8673,6.3694,6.9091,7.4894,8.1142,8.785,9.5073,10.2829,11.1164,12.0117,12.9732,14.0039,15.088,16.2238,17.4074,18.6356,19.9011,21.1926,22.5587,24.0006,25.5205,27.1183,28.7968,30.5573,32.4018,34.3336,36.3542,38.4684,40.68,42.9932,45.4125,47.9419,50.5824,53.3358,56.2012,59.1781,62.2637,65.4556,68.7502,72.1416,75.6258,79.1944,82.8397,86.5523,90.3208,94.1322,97.9718,101.8211,105.6576,109.4577,113.2019,116.8684,120.4355,123.8887,127.2122,130.3921,133.4141,136.2702,138.9597,141.4911,143.8752,146.1258,148.2667,150.2747,152.1539,153.9074,155.5321,157.0302,158.4039,159.6597,160.804,161.8404,162.7746,163.604,164.3208,164.9087,165.3178,165.5086,165.6614,165.8031,165.9852,166.2519,166.6888,167.5214,169.1342,172.2784,178.4179
30,0.4407,0.4584,0.4834,0.515,0.5514,0.5919,0.6376,0.6885,0.745,0.8093,0.8786,0.9558,1.0382,1.1282,1.2247,1.3274,1.4319,1.537,1.6467,1.7671,1.9027,2.0545,2.2276,2.4224,2.64,2.8812,3.1433,3.428,3.7367,4.072,4.4345,4.8259,5.2485,5.7052,6.1982,6.729,7.3003,7.9164,8.5787,9.2927,10.0603,10.886,11.7738,12.7281,13.7518,14.8292,15.9585,17.1359,18.3581,19.618,20.9039,22.2646,23.7014,25.2162,26.8092,28.4828,30.2387,32.0787,34.0061,36.0224,38.1324,40.34,42.6492,45.0646,47.5903,50.2272,52.9771,55.8392,58.8128,61.8954,65.0843,68.3762,71.7651,75.2469,78.8132,82.4564,86.1672,89.9339,93.7437,97.5819,101.4298,105.2651,109.0641,112.8073,116.4729,120.0392,123.4916,126.8145,129.9938,133.0153,135.8709,138.5599,141.0909,143.4747,145.725,147.8656,149.8733,151.7524,153.5057,155.1302,156.6281,158.0017,159.2574,160.4015,161.4379,162.372,163.2013,163.9181,164.506,164.915,165.1057,165.2586,165.4002,165.5823,165.849,166.2858,167.1183,168.731,171.875,178.0143
31,0.431,0.448,0.4722,0.5028,0.538,0.5774,0.6217,0.6712,0.7262,0.7887,0.856,0.9311,1.011,1.0984,1.192,1.2915,1.3924,1.4936,1.599,1.7147,1.8451,1.9912,2.1582,2.3464,2.5569,2.7905,3.0446,3.3209,3.6208,3.947,4.3002,4.682,5.0949,5.5419,6.0251,6.5461,7.1078,7.7144,8.3675,9.0723,9.8311,10.6483,11.5278,12.474,13.49,14.5599,15.6821,16.8527,18.0682,19.3217,20.6016,21.9564,23.3874,24.8968,26.4843,28.1528,29.9036,31.7387,33.6612,35.6729,37.7784,39.9815,42.2864,44.6976,47.2192,49.8521,52.5982,55.4567,58.4268,61.506,64.6918,67.9806,71.3667,74.8458,78.4097,82.0506,85.7593,89.5241,93.3322,97.1688,101.0152,104.8492,108.6471,112.3892,116.0539,119.6193,123.071,126.3932,129.5719,132.5928,135.448,138.1366,140.6672,143.0506,145.3007,147.441,149.4485,151.3273,153.0804,154.7047,156.2026,157.576,158.8316,159.9756,161.0119,161.9459,162.7751,163.4919,164.0797,164.4888,164.6794,164.8323,164.9739,165.1559,165.4226,165.8594,166.6918,168.3044,171.4482,177.5874
32,0.4215,0.4377,0.461,0.4906,0.5248,0.5631,0.6061,0.6542,0.7076,0.7684,0.8338,0.9068,0.9845,1.0693,1.16,1.2564,1.3539,1.4513,1.5525,1.6635,1.7889,1.9295,2.0905,2.2721,2.4754,2.7015,2.9475,3.2153,3.5062,3.8231,4.1666,4.5384,4.9411,5.3778,5.8506,6.3611,6.9124,7.5088,8.1517,8.8466,9.5957,10.4034,11.2737,12.2111,13.2186,14.2802,15.3945,16.5574,17.7657,19.0121,20.2852,21.6336,23.0583,24.5616,26.1432,27.8059,29.5512,31.3809,33.2982,35.3047,37.4052,39.6035,41.9036,44.3103,46.8275,49.4561,52.198,55.0524,58.0187,61.0942,64.2764,67.562,70.9449,74.4211,77.9822,81.6206,85.3269,89.0895,92.8957,96.7305,100.5753,104.4079,108.2044,111.9455,115.6091,119.1736,122.6244,125.946,129.124,132.1443,134.999,137.6872,140.2174,142.6004,144.8502,146.9902,148.9974,150.876,152.6289,154.2531,155.7507,157.124,158.3795,159.5234,160.5596,161.4936,162.3227,163.0394,163.6272,164.0362,164.2269,164.3797,164.5213,164.7033,164.9699,165.4067,166.239,167.8515,170.9951,177.1341
33,0.4121,0.4275,0.4499,0.4786,0.5118,0.5489,0.5907,0.6374,0.6893,0.7484,0.812,0.883,0.9584,1.0407,1.1287,1.222,1.3162,1.4099,1.5071,1.6137,1.7341,1.8693,2.0243,2.1995,2.3959,2.6144,2.8522,3.1115,3.3932,3.7006,4.0341,4.3956,4.7877,5.2135,5.6752,6.1747,6.7148,7.3001,7.932,8.6161,9.3546,10.152,11.0122,11.9398,12.9378,13.9903,15.0958,16.2503,17.4505,18.6892,19.9548,21.296,22.7138,24.2103,25.7855,27.4419,29.1811,31.0048,32.9164,34.9173,37.0124,39.2054,41.5005,43.9022,46.4145,49.0384,51.7758,54.6258,57.5878,60.6593,63.8376,67.1195,70.4989,73.9718,77.5298,81.1654,84.8691,88.6293,92.4333,96.2661,100.1092,103.9401,107.7353,111.475,115.1375,118.701,122.151,125.4718,128.6492,131.6689,134.5231,137.2108,139.7406,142.1233,144.3727,146.5125,148.5195,150.3979,152.1505,153.7746,155.2721,156.6452,157.9006,159.0444,160.0805,161.0144,161.8434,162.5601,163.1479,163.5569,163.7475,163.9003,164.0419,164.2239,164.4905,164.9272,165.7594,167.3718,170.5152,176.6541
34,0.4027,0.4174,0.439,0.4668,0.4989,0.5349,0.5755,0.6209,0.6713,0.7288,0.7906,0.8595,0.9328,1.0127,1.098,1.1884,1.2794,1.3695,1.4628,1.5651,1.6807,1.8106,1.9599,2.1287,2.3181,2.5291,2.7589,3.0095,3.2821,3.5797,3.903,4.2539,4.6349,5.0494,5.4996,5.9872,6.5156,7.089,7.7091,8.3815,9.1084,9.8944,10.7436,11.6605,12.648,13.6904,14.7862,15.9313,17.1225,18.3526,19.61,20.9432,22.3533,23.8424,25.4104,27.0599,28.7924,30.6097,32.5149,34.5098,36.5989,38.7861,41.0756,43.4718,45.9788,48.5976,51.33,54.1752,57.1326,60.1996,63.3736,66.6514,70.027,73.4963,77.0509,80.6832,84.384,88.1415,91.943,95.7735,99.6146,103.4437,107.2372,110.9755,114.6368,118.1992,121.6482,124.9681,128.1448,131.1639,134.0175,136.7047,139.2341,141.6164,143.8655,146.0049,148.0116,149.8898,151.6423,153.2661,154.7635,156.1365,157.3917,158.5354,159.5714,160.5053,161.3342,162.0509,162.6386,163.0475,163.2381,163.391,163.5325,163.7145,163.981,164.4177,165.2498,166.862,170.0053,176.144
35,0.3934,0.4074,0.4282,0.455,0.4862,0.5211,0.5605,0.6045,0.6535,0.7094,0.7694,0.8365,0.9076,0.9852,1.0679,1.1555,1.2433,1.3301,1.4195,1.5176,1.6286,1.7534,1.897,2.0596,2.2422,2.4458,2.6676,2.9096,3.1729,3.4607,3.7737,4.1137,4.4834,4.8861,5.3242,5.7995,6.3153,6.8761,7.4835,8.1433,8.8577,9.6314,10.4685,11.3736,12.3496,13.3809,14.4659,15.6007,16.782,18.0025,19.2508,20.5751,21.9768,23.4577,25.0178,26.6597,28.3848,30.1949,32.0932,34.0814,36.164,38.3449,40.6282,43.0185,45.5198,48.1329,50.8598,53.6998,56.6521,59.7142,62.8835,66.1568,69.5281,72.9934,76.5442,80.173,83.8704,87.6249,91.4236,95.2516,99.0903,102.9174,106.7091,110.4458,114.1056,117.6668,121.1147,124.4337,127.6095,130.6279,133.4809,136.1676,138.6966,141.0785,143.3272,145.4664,147.4728,149.3508,151.103,152.7267,154.2239,155.5968,156.8519,157.9955,159.0314,159.9652,160.7941,161.5106,162.0983,162.5072,162.6978,162.8506,162.9922,163.1741,163.4406,163.8772,164.7093,166.3214,169.4645,175.603
36,0.3843,0.3975,0.4174,0.4434,0.4736,0.5074,0.5456,0.5884,0.6359,0.6902,0.7486,0.8137,0.8828,0.9581,1.0384,1.1232,1.208,1.2914,1.3772,1.4712,1.5778,1.6976,1.8357,1.9922,2.1681,2.3645,2.5784,2.8118,3.066,3.3439,3.6464,3.9754,4.3335,4.7241,5.1496,5.6121,6.1147,6.6621,7.256,7.9023,8.6032,9.3636,10.1876,11.0797,12.0432,13.0622,14.1354,15.2588,16.429,17.639,18.8771,20.1917,21.5839,23.0558,24.6072,26.2406,27.9576,29.7598,31.6506,33.6313,35.7069,37.8809,40.1575,42.5413,45.0362,47.6432,50.3642,53.1983,56.1451,59.2018,62.366,65.6344,69.0009,72.4617,76.0083,79.6331,83.3269,87.0779,90.8735,94.6986,98.5347,102.3595,106.149,109.8839,113.5421,117.1018,120.5486,123.8665,127.0414,130.059,132.9113,135.5975,138.1259,140.5074,142.7558,144.8947,146.9008,148.7785,150.5306,152.1541,153.6511,155.0238,156.2788,157.4223,158.4582,159.3918,160.2207,160.9372,161.5248,161.9337,162.1243,162.2771,162.4186,162.6005,162.867,163.3036,164.1355,165.7475,168.8904,175.0288
37,0.3751,0.3876,0.4068,0.4319,0.4611,0.4939,0.5309,0.5724,0.6185,0.6713,0.728,0.7913,0.8584,0.9315,1.0093,1.0914,1.1733,1.2535,1.3358,1.4259,1.5281,1.643,1.7758,1.9264,2.0959,2.2851,2.4912,2.7162,2.9613,3.2294,3.5214,3.8392,4.1855,4.5638,4.9764,5.4255,5.9143,6.4476,7.0273,7.6592,8.3457,9.0918,9.9015,10.7796,11.7292,12.7348,13.795,14.9057,16.0638,17.2621,18.489,19.7928,21.1745,22.6363,24.178,25.8021,27.5101,29.3037,31.186,33.1587,35.2264,37.3928,39.662,42.0386,44.5266,47.1269,49.8413,52.6692,55.6098,58.6606,61.8191,65.082,68.4434,71.8992,75.441,79.0614,82.751,86.4981,90.2901,94.1119,97.945,101.7671,105.5542,109.2869,112.9432,116.5013,119.9466,123.2633,126.4371,129.4538,132.3054,134.9908,137.5187,139.8998,142.1477,144.2862,146.2921,148.1695,149.9214,151.5446,153.0415,154.4141,155.669,156.8124,157.8481,158.7817,159.6105,160.327,160.9145,161.3234,161.514,161.6668,161.8083,161.9902,162.2566,162.6931,163.525,165.1368,168.2796,174.4178
38,0.3661,0.3779,0.3963,0.4205,0.4488,0.4805,0.5164,0.5566,0.6014,0.6527,0.7077,0.7692,0.8343,0.9052,0.9807,1.0602,1.1393,1.2164,1.2952,1.3815,1.4795,1.5898,1.7174,1.8623,2.0254,2.2077,2.4062,2.6229,2.8589,3.1173,3.3989,3.7055,4.0399,4.4055,4.805,5.2403,5.7149,6.2335,6.7982,7.4149,8.0861,8.8167,9.6111,10.474,11.4087,12.3996,13.4455,14.5424,15.687,16.8724,18.0869,19.3787,20.7489,22.1996,23.7305,25.3443,27.0424,28.8263,30.6995,32.6632,34.7223,36.8803,39.1415,41.5103,43.9906,46.5836,49.2909,52.1118,55.0458,58.0902,61.2425,64.4994,67.855,71.3053,74.842,78.4574,82.1424,85.8852,89.6731,93.4912,97.321,101.1399,104.9243,108.6545,112.3086,115.8648,119.3084,122.6236,125.7963,128.8119,131.6625,134.3472,136.8745,139.255,141.5025,143.6406,145.6461,147.5233,149.2749,150.898,152.3947,153.7672,155.0219,156.1652,157.2009,158.1344,158.9631,159.6795,160.267,160.6759,160.8665,161.0192,161.1607,161.3426,161.609,162.0454,162.8772,164.489,167.6316,173.7697
39,0.3572,0.3683,0.3859,0.4092,0.4366,0.4672,0.502,0.541,0.5844,0.6342,0.6877,0.7474,0.8105,0.8793,0.9525,1.0295,1.1058,1.1799,1.2554,1.3381,1.4319,1.5377,1.6603,1.7996,1.9566,2.1321,2.3232,2.5318,2.7589,3.0077,3.2788,3.5743,3.8967,4.2497,4.6357,5.0569,5.5169,6.0203,6.5693,7.17,7.8249,8.5392,9.3171,10.1636,11.0821,12.0571,13.0873,14.169,15.2989,16.47,17.6707,18.9493,20.3067,21.745,23.2641,24.8665,26.5535,28.3268,30.1897,32.1436,34.1931,36.342,38.5942,40.9544,43.4264,46.0112,48.7107,51.524,54.4506,57.4879,60.6334,63.8837,67.2329,70.6772,74.208,77.818,81.4977,85.2356,89.0189,92.8328,96.6586,100.474,104.2551,107.9825,111.634,115.1878,118.6295,121.9429,125.114,128.1284,130.9779,133.6617,136.1881,138.5679,140.8148,142.9525,144.9576,146.8344,148.5857,150.2086,151.7051,153.0774,154.332,155.4752,156.5108,157.4442,158.2728,158.9892,159.5767,159.9855,160.176,160.3287,160.4702,160.6521,160.9184,161.3548,162.1866,163.7982,166.9407,173.0786
40,0.3483,0.3587,0.3756,0.3981,0.4245,0.4541,0.4878,0.5256,0.5677,0.616,0.6678,0.7258,0.7871,0.8538,0.9247,0.9992,1.0728,1.144,1.2163,1.2954,1.3853,1.4868,1.6045,1.7384,1.8895,2.0584,2.2422,2.4428,2.6613,2.9006,3.1615,3.4458,3.7564,4.0966,4.469,4.8759,5.3208,5.8086,6.3414,6.9253,7.5632,8.2601,9.0206,9.8495,10.7505,11.7082,12.7215,13.7865,14.9002,16.0557,17.2413,18.5051,19.8484,21.2731,22.779,24.3686,26.0434,27.805,29.6566,31.5995,33.6385,35.7772,38.0196,40.3703,42.8331,45.4091,48.0999,50.9049,53.8235,56.8529,59.9908,63.2339,66.5762,70.0137,73.5382,77.142,80.8159,84.5483,88.3265,92.1356,95.9569,99.7682,103.5456,107.2695,110.918,114.4692,117.9084,121.2198,124.389,127.4018,130.25,132.9326,135.458,137.837,140.0832,142.2202,144.2248,146.1012,147.8522,149.4747,150.971,152.3431,153.5975,154.7406,155.776,156.7094,157.5379,158.2542,158.8417,159.2505,159.441,159.5936,159.7351,159.9169,160.1832,160.6195,161.4512,163.0627,166.2051,172.3429
41,0.3395,0.3492,0.3654,0.387,0.4125,0.4412,0.4737,0.5103,0.5511,0.598,0.6483,0.7045,0.7639,0.8286,0.8973,0.9694,1.0404,1.1087,1.1779,1.2535,1.3397,1.4368,1.5498,1.6785,1.8238,1.9863,2.1631,2.356,2.566,2.796,3.0468,3.3201,3.6188,3.9463,4.3052,4.6976,5.1272,5.599,6.115,6.6816,7.3017,7.9804,8.7223,9.5326,10.4149,11.354,12.3489,13.3958,14.4919,15.6301,16.7991,18.0468,19.3744,20.7839,22.2752,23.8508,25.5121,27.2606,29.0996,31.0305,33.0578,35.1853,37.4169,39.7571,42.2098,44.7759,47.4573,50.2531,53.1628,56.1837,59.3133,62.5483,65.8829,69.3131,72.8304,76.4274,80.0949,83.8212,87.5936,91.3972,95.2135,99.0201,102.7932,106.5132,110.1582,113.7061,117.1425,120.4513,123.6184,126.6292,129.4757,132.1569,134.6811,137.059,139.3043,141.4405,143.4445,145.3203,147.0708,148.693,150.1889,151.5608,152.815,153.9578,154.9931,155.9264,156.7548,157.4711,158.0584,158.4672,158.6576,158.8103,158.9517,159.1334,159.3996,159.8359,160.6675,162.2789,165.4211,171.5588
42,0.3307,0.3399,0.3553,0.3761,0.4007,0.4283,0.4598,0.4952,0.5347,0.5802,0.6289,0.6835,0.741,0.8037,0.8702,0.94,1.0084,1.0739,1.1401,1.2124,1.2948,1.3879,1.4963,1.6199,1.7596,1.9159,2.0858,2.2712,2.4729,2.6939,2.9347,3.1973,3.4843,3.7992,4.1444,4.5224,4.9366,5.392,5.8909,6.4397,7.0412,7.7009,8.4234,9.214,10.0763,10.9955,11.9705,12.998,14.0748,15.1942,16.345,17.5749,18.8853,20.2781,21.7532,23.3133,24.9595,26.6936,28.5187,30.4362,32.4507,34.5657,36.7853,39.1139,41.5555,44.1108,46.7818,49.5675,52.4674,55.4789,58.5995,61.8257,65.1519,68.5739,72.0834,75.673,79.3333,83.0528,86.8187,90.6163,94.4269,98.2282,101.9964,105.7119,109.3527,112.8969,116.33,119.6358,122.8003,125.8088,128.6532,131.3326,133.8552,136.2318,138.4759,140.6112,142.6143,144.4894,146.2393,147.861,149.3565,150.728,151.9819,153.1245,154.1596,155.0927,155.921,156.6371,157.2244,157.6331,157.8235,157.9761,158.1174,158.2991,158.5652,159.0013,159.8328,161.4441,164.5862,170.7237
43,0.322,0.3305,0.3452,0.3653,0.389,0.4156,0.446,0.4803,0.5185,0.5626,0.6098,0.6627,0.7184,0.7792,0.8435,0.9109,0.9768,1.0397,1.1029,1.1719,1.2508,1.3399,1.4439,1.5626,1.6968,1.8471,2.0104,2.1884,2.3821,2.5942,2.8254,3.0774,3.3529,3.6552,3.987,4.3504,4.7491,5.188,5.6696,6.2001,6.7826,7.4226,8.1247,8.8945,9.7358,10.6337,11.5876,12.594,13.65,14.7491,15.8799,17.0904,18.3818,19.7562,21.2135,22.7563,24.3859,26.104,27.9137,29.8164,31.8165,33.9178,36.1242,38.4401,40.8693,43.4127,46.0722,48.8468,51.736,54.7371,57.8476,61.0643,64.3811,67.7941,71.295,74.8763,78.5287,82.2407,85.9994,89.7902,93.5944,97.3897,101.1523,104.8626,108.4987,112.0386,115.4677,118.7701,121.9313,124.937,127.7789,130.4561,132.9768,135.3517,137.5943,139.7283,141.7303,143.6044,145.3535,146.9744,148.4693,149.8403,151.0938,152.2361,153.2709,154.2037,155.0318,155.7478,156.335,156.7436,156.934,157.0865,157.2277,157.4092,157.6752,158.1111,158.9423,160.5533,163.6953,169.8327
